Step,Current Stock Price,Action,Buy and Hold Portfolio Value,DQN Agent Portfolio Value
294,426.883,3,52756.556487786234,52605.97499999998
295,426.788,7,52744.81586361911,52601.22499999998
296,426.748,7,52739.87244291715,52599.424999999974
297,426.669,7,52730.109187030794,52596.18599999997
298,426.604,9,52722.07612839012,52593.78099999997
299,426.574,4,52718.36856286366,52592.88099999998
300,426.654,7,52728.25540426756,52596.720999999976
301,426.509,5,52710.33550422299,52590.34099999998
302,426.449,7,52702.92037317006,52586.56099999997
303,426.504,9,52709.717576635245,52589.69599999998
304,426.434,1,52701.06659040683,52586.47599999997
305,426.583,7,52719.4808325216,52593.77699999997
306,426.519,1,52711.57135939848,52590.89699999997
307,426.624,10,52724.547838741106,52595.936999999976
308,426.607,0,52722.44688494277,52595.32499999997
309,426.644,7,52727.019549092074,52596.65699999997
310,426.629,7,52725.16576632885,52596.16199999997
311,426.624,7,52724.547838741106,52596.01199999997
312,426.704,3,52734.43468014501,52598.17199999998
313,426.755,7,52740.737541539995,52600.26299999998
314,426.728,9,52737.40073256617,52599.263999999974
315,426.494,3,52708.48172145976,52592.24399999997
316,426.504,7,52709.717576635245,52592.67399999997
317,426.554,2,52715.89685251268,52594.623999999974
318,426.474,5,52706.01001110878,52590.86399999997
319,426.444,7,52702.30244558232,52588.88399999998
320,426.753,7,52740.49037050489,52607.42399999997
321,426.624,7,52724.547838741106,52600.45799999997
322,426.464,7,52704.77415593329,52592.61799999997
323,426.395,5,52696.24675522242,52589.51299999998
324,426.484,7,52707.24586628426,52595.20899999997
325,426.604,5,52722.07612839012,52602.16899999998
326,426.595,7,52720.96385873219,52601.50299999998
327,426.489,3,52707.863793872006,52594.400999999976
328,426.444,7,52702.30244558232,52591.02599999998
329,426.439,7,52701.684517994574,52590.68599999998
330,426.365,7,52692.53918969596,52586.09799999998
331,426.325,7,52687.595768994004,52583.85799999998
332,426.255,6,52678.94478276559,52580.28799999998
333,426.325,7,52687.595768994004,52583.71799999998
334,426.315,5,52686.359913818516,52583.26799999998
335,426.275,7,52681.416493116565,52580.70799999998
336,426.295,7,52683.88820346755,52581.86799999998
337,426.315,1,52686.359913818516,52582.92799999998
338,426.325,6,52687.595768994004,52583.48799999998
339,426.345,10,52690.06747934499,52584.567999999985
340,426.375,7,52693.77504487145,52585.79799999998
341,426.375,4,52693.77504487145,52585.79799999998
342,426.365,8,52692.53918969596,52585.25799999998
343,426.405,5,52697.48261039791,52587.097999999976
344,426.395,10,52696.24675522242,52586.447999999975
345,426.34,0,52689.449551757236,52583.75299999998
346,426.285,2,52682.65234829206,52581.057999999975
347,426.305,1,52685.12405864303,52582.177999999985
348,426.255,7,52678.94478276559,52579.227999999974
349,426.255,5,52678.94478276559,52579.22799999998
350,426.225,6,52675.237217239126,52577.09799999998
351,426.175,4,52669.05794136169,52573.69799999998
352,426.215,6,52674.00136206364,52576.85799999998
353,426.185,8,52670.293796537175,52574.57799999998
354,426.146,6,52665.47396135277,52572.04299999998
355,426.175,7,52669.05794136169,52573.840999999986
356,426.205,4,52672.76550688815,52575.52099999998
357,426.215,7,52674.00136206364,52576.21099999998
358,426.285,4,52682.65234829206,52580.620999999985
359,426.29,2,52683.270275879804,52580.99599999998
360,426.295,2,52683.88820346755,52581.390999999974
361,426.275,5,52681.416493116565,52579.73099999997
362,426.29,7,52683.270275879804,52581.125999999975
363,426.295,5,52683.88820346755,52581.54599999997
364,426.295,10,52683.88820346755,52581.54599999998
365,426.295,6,52683.88820346755,52581.54599999998
366,426.255,5,52678.94478276559,52578.86599999998
367,426.265,3,52680.18063794108,52579.67599999998
368,426.205,7,52672.76550688815,52574.45599999998
369,426.205,7,52672.76550688815,52574.45599999998
370,426.096,6,52659.29468547533,52566.60799999998
371,426.126,10,52663.002251001795,52568.67799999998
372,426.126,7,52663.002251001795,52568.67799999998
373,426.116,7,52661.76639582631,52568.20799999998
374,426.165,7,52667.8220861862,52570.31499999998
375,426.136,9,52664.23810617728,52569.18399999998
376,426.146,7,52665.47396135277,52569.50399999998
377,426.156,2,52666.70981652826,52569.79399999998
378,426.205,2,52672.76550688815,52571.65599999998
379,426.24,1,52677.09100000236,52573.26599999998
380,426.235,2,52676.473072414614,52573.02099999998
381,426.215,5,52674.00136206364,52571.900999999976
382,426.285,5,52682.65234829206,52576.94099999998
383,426.255,8,52678.94478276559,52574.42099999998
384,426.305,0,52685.12405864303,52578.02099999998
385,426.305,9,52685.12405864303,52578.02099999998
386,426.365,7,52692.53918969596,52581.50099999998
387,426.355,7,52691.303334520475,52580.97099999998
388,426.36,5,52691.92126210822,52581.21099999998
389,426.36,1,52691.92126210822,52581.21099999998
390,426.355,9,52691.303334520475,52580.870999999985
391,426.265,3,52680.18063794108,52575.92099999999
392,426.295,7,52683.88820346755,52577.870999999985
393,426.27,2,52680.79856552882,52576.39599999998
394,426.275,8,52681.416493116565,52576.72099999998
395,426.275,6,52681.416493116565,52576.720999999976
396,426.365,6,52692.53918969596,52581.58099999998
397,426.365,7,52692.53918969596,52581.58099999998
398,426.225,7,52675.237217239126,52575.00099999998
399,426.255,5,52678.94478276559,52576.29099999998
400,426.255,7,52678.94478276559,52576.29099999998
401,426.215,7,52674.00136206364,52574.01099999998
402,426.335,7,52688.83162416949,52580.250999999975
403,426.265,1,52680.18063794108,52576.96099999998
404,426.265,4,52680.18063794108,52576.96099999998
405,426.364,7,52692.41560417841,52583.29699999998
406,426.365,7,52692.53918969596,52583.35499999998
407,426.345,1,52690.06747934499,52582.294999999984
408,426.345,7,52690.06747934499,52582.294999999984
409,426.335,6,52688.83162416949,52581.78499999998
410,426.355,7,52691.303334520475,52582.764999999985
411,426.32,5,52686.97784140626,52581.18999999998
412,426.35,0,52690.68540693273,52583.10999999998
413,426.35,4,52690.68540693273,52583.10999999998
414,426.365,1,52692.53918969596,52584.23499999998
415,426.335,7,52688.83162416949,52581.924999999974
416,426.295,7,52683.88820346755,52579.124999999985
417,426.335,5,52688.83162416949,52581.644999999975
418,426.395,7,52696.24675522242,52586.324999999975
419,426.365,7,52692.53918969596,52584.19499999998
420,426.395,9,52696.24675522242,52586.114999999976
421,426.41,7,52698.10053798566,52586.894999999975
422,426.415,3,52698.7184655734,52587.129999999976
423,426.425,3,52699.95432074889,52587.70999999998
424,426.395,0,52696.24675522242,52585.699999999975
